account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,payment_delay
90,no,no,0,113.2,108,189.3,63,271.8,124,14.1,4,3,no
135,no,yes,28,201.4,100,246.5,117,154.8,131,12.9,4,2,yes
43,no,no,0,135.8,125,163.2,88,229.8,106,12.6,3,0,no
132,no,no,0,81.1,86,245.2,72,237.0,115,10.3,2,0,no
121,no,no,0,144.8,126,200.6,82,208.8,81,13.3,9,0,yes
66,no,yes,40,141.7,87,268.3,89,241.3,68,8.5,7,0,no
100,no,no,0,174.2,93,235.0,101,264.2,83,9.9,7,1,no
90,no,no,0,189.1,104,313.9,124,227.9,128,8.2,2,1,no
161,no,no,0,221.7,95,193.0,82,194.1,113,6.5,4,3,no
99,no,no,0,130.4,121,219.9,103,84.1,85,9.8,3,2,no
67,no,no,0,129.0,78,188.0,116,235.0,102,11.2,3,2,no
121,no,yes,24,218.2,88,348.5,108,212.6,118,7.5,7,3,no
105,no,no,0,212.0,113,226.6,128,193.6,114,8.9,7,3,no
33,no,no,0,182.5,65,232.1,96,149.2,82,7.5,2,2,no
67,no,no,0,179.8,125,173.2,86,272.8,97,10.9,4,0,no
109,no,yes,35,230.5,116,265.8,130,269.7,69,10.6,6,5,no
37,no,no,0,191.4,116,167.4,99,216.5,112,14.0,5,3,no
62,no,yes,42,137.3,95,184.2,94,231.4,70,10.2,3,0,no
135,yes,yes,41,173.1,85,203.9,107,122.2,78,14.6,15,0,yes
110,no,no,0,242.5,110,162.3,140,184.1,86,7.8,3,4,no
47,no,yes,27,165.0,89,127.3,118,284.4,95,7.7,4,2,no
116,no,no,0,89.5,128,180.8,137,193.1,94,14.0,3,2,no
123,no,no,0,154.3,107,183.0,111,54.0,134,10.9,8,0,no
131,no,no,0,143.1,114,138.1,119,199.4,100,8.9,3,3,no
69,no,no,0,167.5,76,242.1,92,101.2,103,11.4,4,2,no
18,no,no,0,273.6,93,114.6,116,250.6,120,8.2,4,1,no
11,no,no,0,143.4,130,289.4,50,194.0,100,9.7,6,2,no
124,yes,no,0,157.8,71,203.2,114,168.7,82,10.0,2,3,yes
170,no,yes,34,125.3,128,240.6,104,243.4,109,7.0,3,3,no
72,yes,yes,29,139.8,114,138.2,91,221.0,88,5.5,6,0,no
112,no,no,0,158.1,107,181.5,101,200.3,126,8.3,7,1,no
87,no,yes,28,151.4,95,152.4,97,250.1,109,0.0,0,1,no
131,no,no,0,166.5,129,210.2,107,257.2,93,9.9,5,1,no
147,no,no,0,248.6,83,148.9,85,172.5,109,8.0,4,3,no
55,no,yes,39,139.3,101,178.3,117,246.5,104,8.1,1,3,no
27,no,no,0,227.4,67,248.0,115,61.4,109,7.8,6,1,no
100,yes,no,0,107.2,98,86.8,122,156.2,117,9.7,4,1,no
123,no,no,0,206.9,85,244.7,78,221.5,136,7.7,2,3,no
116,no,no,0,254.6,107,249.4,89,229.6,77,9.0,18,2,yes
100,no,yes,39,204.9,74,210.2,80,168.8,89,11.2,4,2,no
189,no,no,0,227.8,124,169.5,112,201.1,91,5.6,4,3,no
70,no,yes,24,249.5,101,259.7,98,222.7,68,9.8,4,1,no
121,no,no,0,170.4,108,350.5,68,297.0,87,11.2,3,0,yes
131,no,no,0,131.6,95,179.3,109,251.2,129,15.5,3,1,yes
72,no,yes,37,220.0,80,217.3,102,152.8,71,14.7,6,3,no
55,no,no,0,194.1,121,176.6,110,302.8,136,7.0,7,2,no
66,no,no,0,201.3,95,152.8,66,233.2,101,7.5,4,1,no
82,no,no,0,265.2,122,178.7,102,174.7,90,10.7,9,2,no
104,no,yes,26,189.1,112,178.2,97,199.3,104,11.1,4,1,no
87,no,no,0,189.5,113,204.9,100,221.7,93,13.4,3,1,no
137,no,no,0,109.8,120,230.5,86,255.8,103,11.9,6,1,no
149,no,no,0,69.1,117,136.3,100,181.7,53,6.3,3,1,no
128,no,yes,28,115.4,96,185.4,94,209.3,69,17.7,4,0,no
62,no,no,0,172.4,132,230.5,100,228.2,109,11.0,5,0,no
166,no,no,0,203.4,81,167.7,110,132.0,124,9.2,5,2,no
90,no,yes,27,156.7,51,236.5,118,123.2,111,12.6,6,2,no
150,no,no,0,126.0,99,238.5,73,285.1,100,10.2,6,3,no
64,no,no,0,216.9,78,211.0,115,179.8,116,11.4,5,3,no
96,no,no,0,260.4,115,146.0,46,269.5,87,11.5,4,5,no
142,no,no,0,243.4,76,161.4,102,120.5,105,10.0,5,4,no
75,no,yes,28,200.6,96,164.1,111,169.6,153,2.5,5,1,no
118,yes,no,0,160.0,123,175.4,96,184.8,99,9.9,3,2,no
135,no,no,0,180.1,112,257.2,89,131.6,111,11.4,7,1,no
118,no,no,0,154.6,112,184.2,105,217.4,102,12.6,5,2,no
97,no,yes,32,183.4,94,269.1,120,203.5,38,6.7,4,5,no
141,no,yes,22,215.4,123,328.7,98,160.5,89,7.8,6,1,no
1,no,yes,26,208.0,115,185.0,113,177.7,144,8.1,9,1,no
95,no,no,0,190.2,119,157.1,70,181.5,120,14.0,6,0,no
94,no,no,0,210.2,95,191.2,87,150.8,111,9.4,3,2,no
50,yes,no,0,99.6,108,308.7,102,161.2,62,13.7,6,2,yes
68,no,yes,24,176.0,118,277.9,116,174.7,71,14.7,7,1,no
73,no,no,0,286.4,109,178.2,67,214.2,152,10.7,14,1,yes
184,no,yes,12,200.3,76,253.6,105,149.3,93,10.2,5,0,no
123,no,yes,31,203.6,108,156.9,112,236.2,114,12.0,5,1,no
160,no,no,0,166.8,109,236.0,117,307.6,77,9.3,1,1,no
112,no,no,0,210.4,78,172.4,75,240.0,105,11.7,3,2,no
22,no,no,0,181.8,108,198.6,148,206.6,96,9.3,3,2,no
78,no,no,0,131.4,98,189.9,95,147.4,83,11.2,2,2,no
122,no,no,0,168.3,96,87.6,91,247.2,87,8.4,6,1,no
127,no,yes,27,157.6,107,280.6,49,75.1,77,8.0,4,1,no
100,no,no,0,200.7,151,290.8,127,186.7,105,10.2,9,1,no
74,no,no,0,221.1,124,110.8,94,240.1,112,10.6,3,0,no
68,no,yes,34,160.0,72,184.5,119,208.3,101,6.1,10,1,no
84,yes,yes,18,136.8,114,200.3,110,199.0,86,8.0,4,3,no
94,no,yes,28,92.7,107,127.8,86,225.6,86,9.9,4,3,no
169,no,no,0,157.8,96,160.0,120,198.8,112,13.7,6,3,no
97,no,yes,24,133.2,135,217.2,58,70.6,79,11.0,3,1,no
117,no,no,0,228.3,84,152.6,92,309.7,101,3.7,3,3,no
61,no,no,0,260.0,123,210.5,127,234.7,70,9.0,3,1,yes
86,no,no,0,83.5,96,221.1,63,349.7,75,12.6,3,0,no
114,yes,no,0,115.6,93,163.2,78,251.3,104,9.7,1,2,yes
27,no,no,0,201.2,128,227.2,100,145.8,91,8.4,3,2,no
133,no,yes,49,229.4,78,219.5,106,172.3,115,12.0,4,3,no
69,no,no,0,198.8,141,203.7,110,177.1,109,15.2,2,4,no
106,no,no,0,220.7,120,270.2,95,121.6,113,8.7,5,1,no
100,no,no,0,185.0,122,182.5,92,274.9,92,5.1,8,1,no
155,yes,no,0,163.1,94,291.7,108,96.4,111,11.2,3,0,no
30,no,no,0,145.0,76,240.7,112,197.1,134,7.1,4,3,no
90,no,no,0,61.3,91,194.4,94,143.1,80,11.4,9,1,no
148,no,yes,38,209.2,110,116.6,73,109.6,105,16.5,4,2,no
108,no,no,0,112.6,86,114.9,101,177.8,119,7.2,6,3,no
111,no,yes,33,168.1,97,204.0,88,260.9,97,15.1,3,1,no
105,no,no,0,101.5,83,193.8,83,214.3,113,11.7,4,3,no
103,no,no,0,129.3,103,202.8,89,233.0,126,12.9,2,2,no
141,no,no,0,151.5,104,242.2,114,304.2,109,10.8,2,1,no
72,no,no,0,198.4,147,216.9,121,112.8,125,13.1,4,0,no
144,no,no,0,61.6,117,77.1,85,173.0,99,8.2,7,4,yes
61,no,yes,28,239.9,110,218.9,87,166.0,46,12.1,4,1,no
122,no,no,0,152.0,86,162.8,61,161.9,98,9.3,3,1,no
90,yes,no,0,207.1,87,208.5,87,146.0,95,4.4,5,2,no
87,no,no,0,171.6,119,205.0,107,170.6,114,13.8,4,0,no
125,no,no,0,184.1,105,126.7,123,241.5,94,4.7,6,1,no
74,no,no,0,187.7,127,163.4,148,196.0,94,9.1,5,0,no
101,no,no,0,190.7,72,208.6,103,203.8,111,8.8,8,1,no
75,no,no,0,184.8,126,198.6,103,103.0,90,8.3,3,1,no
149,yes,yes,28,126.9,97,166.9,102,145.2,77,8.8,3,5,yes
161,no,no,0,151.6,117,219.4,87,224.7,68,4.0,5,1,no
89,no,no,0,89.7,80,179.8,81,145.7,120,9.5,4,2,no
130,no,no,0,204.5,88,178.4,85,229.6,78,12.6,8,0,no
86,no,no,0,178.3,94,264.4,74,284.6,109,15.0,2,0,no
131,no,yes,29,42.1,114,183.3,70,158.7,82,10.0,1,0,no
75,no,no,0,203.3,70,228.9,97,222.2,118,14.3,3,1,no
112,no,no,0,189.4,83,219.0,89,168.0,116,7.1,8,3,no
89,no,yes,25,215.1,140,197.4,69,162.1,117,10.6,10,1,no
169,no,no,0,192.8,98,273.2,125,266.3,102,11.4,6,2,no
102,no,no,0,273.2,85,211.1,82,203.7,129,13.1,7,2,yes
57,no,yes,37,69.5,94,220.9,76,218.5,113,11.9,3,0,no
118,yes,yes,39,153.8,106,123.3,111,117.8,103,9.2,6,1,no
29,no,no,0,313.2,103,216.3,151,218.4,106,12.8,4,2,yes
126,no,no,0,152.4,94,166.2,91,199.2,84,10.2,1,1,no
138,no,yes,33,214.9,91,288.7,97,262.7,64,8.1,2,0,no
148,no,no,0,86.3,134,246.6,92,251.6,91,11.3,4,1,no
100,no,no,0,160.3,138,221.3,92,150.4,120,11.2,2,0,no
161,no,no,0,151.2,89,228.4,117,169.3,107,9.3,2,2,no
87,no,no,0,205.2,106,99.5,122,189.5,75,13.4,3,1,no
111,no,no,0,246.5,108,216.3,89,179.6,99,12.7,3,2,no
133,no,no,0,176.8,92,187.5,97,196.8,88,6.5,3,2,no
182,no,no,0,176.1,90,174.9,106,234.7,134,9.7,4,1,no
158,no,no,0,193.3,121,208.1,97,228.1,99,7.1,9,1,no
150,no,yes,29,235.8,91,202.8,84,246.3,81,11.9,4,1,no
118,no,no,0,256.5,115,135.3,79,208.3,131,7.5,5,0,no
84,no,no,0,130.2,105,278.0,60,305.4,74,14.0,6,2,no
160,no,no,0,121.8,97,89.3,97,150.7,92,10.3,5,1,no
73,no,yes,31,82.3,105,256.1,91,229.6,98,11.8,2,6,yes
53,no,no,0,100.2,85,213.8,90,299.8,67,7.7,4,3,no
56,yes,no,0,177.7,114,215.6,110,236.7,67,10.5,5,1,no
65,no,no,0,187.9,116,157.6,117,227.3,86,7.5,6,1,no
59,no,no,0,145.8,95,228.3,81,247.5,87,9.6,5,0,no
74,no,yes,46,277.7,109,270.0,114,165.3,82,10.4,2,1,no
168,no,no,0,160.6,110,185.2,120,120.2,104,9.1,4,1,yes
69,no,no,0,111.3,110,226.8,107,187.6,66,10.2,12,1,no
108,no,yes,25,170.7,88,109.9,113,165.7,99,8.7,1,3,no
122,no,no,0,265.7,130,47.3,116,140.3,103,8.7,1,3,no
36,no,yes,43,29.9,123,129.1,117,325.9,105,8.6,6,2,no
95,no,no,0,238.1,65,187.2,98,190.0,115,11.8,4,4,no
172,no,no,0,290.5,123,253.0,77,159.3,96,11.3,5,2,yes
81,no,yes,31,210.4,100,225.5,97,168.7,120,9.7,4,0,no
116,no,no,0,211.3,91,190.9,116,184.1,134,6.3,4,2,no
90,no,no,0,175.9,111,285.2,115,150.8,122,13.0,7,1,no
86,no,no,0,128.3,121,197.1,93,138.4,152,12.2,5,7,yes
88,no,yes,14,298.8,92,207.3,86,257.9,65,11.9,4,5,no
70,no,no,0,147.1,105,200.0,135,234.9,65,12.5,9,3,no
89,no,no,0,208.4,112,189.5,116,264.4,101,16.8,1,0,yes
61,no,no,0,45.0,108,151.3,74,152.9,94,9.8,6,2,no
71,no,no,0,104.0,92,197.0,125,110.1,123,14.6,8,0,no
104,no,no,0,109.1,141,187.1,140,216.6,100,10.0,4,3,no
148,yes,no,0,148.2,138,159.6,123,197.4,62,8.6,3,2,no
41,no,no,0,159.3,66,125.9,75,261.9,76,11.1,5,1,no
54,no,yes,39,117.6,82,159.2,60,236.4,113,11.3,10,2,no
105,no,no,0,232.6,96,253.4,117,154.0,101,10.5,9,1,no
139,yes,no,0,161.5,121,192.9,137,168.3,96,11.2,13,0,no
132,no,no,0,121.5,88,253.0,124,195.7,120,10.7,4,1,no
98,yes,no,0,12.5,67,256.6,90,169.4,88,7.7,9,1,no
103,no,no,0,267.0,97,204.3,151,246.9,67,11.3,7,1,yes
90,no,no,0,145.6,103,197.1,137,294.5,83,10.5,4,0,no
154,no,no,0,283.6,115,181.3,103,306.1,60,8.8,5,0,yes
132,no,no,0,83.4,110,232.2,137,146.7,114,7.6,5,1,no
132,no,no,0,291.2,104,234.2,132,191.7,87,8.9,3,1,yes
138,no,yes,33,155.2,139,268.3,79,186.4,71,9.7,4,3,no
122,yes,no,0,168.8,86,237.6,98,204.3,94,5.3,9,1,no
111,no,no,0,176.4,62,201.0,124,150.4,138,11.2,2,0,no
76,no,no,0,165.7,94,257.4,80,170.8,114,10.0,4,1,no
106,no,no,0,158.7,74,64.3,139,198.5,103,10.2,4,1,no
125,no,no,0,126.7,113,155.5,131,206.2,112,14.4,7,2,no
119,no,no,0,294.2,100,232.5,53,195.0,64,9.0,1,0,yes
100,no,yes,30,58.8,104,219.5,107,152.3,118,7.1,3,0,no
190,no,yes,22,166.5,93,183.0,92,121.0,102,8.5,3,0,no
74,no,no,0,230.9,93,223.0,78,157.8,101,9.7,2,3,no
93,no,yes,32,138.1,91,167.3,72,238.9,115,6.8,3,2,no
133,no,no,0,128.9,85,201.4,93,275.3,103,11.1,3,1,no
79,no,no,0,213.4,107,176.2,82,180.1,125,7.9,4,0,no
33,no,no,0,251.9,81,194.6,96,211.2,87,8.4,3,2,no
166,no,no,0,199.6,93,214.3,99,196.8,110,7.2,5,3,no
90,no,no,0,235.0,77,267.3,94,222.1,119,5.3,4,3,yes
94,no,no,0,255.1,96,276.9,67,226.5,74,10.6,2,0,yes
141,no,no,0,242.8,90,234.1,80,211.5,104,6.0,3,5,no
77,no,no,0,175.8,116,156.2,125,237.4,106,5.0,4,0,no
95,no,yes,27,129.5,106,248.9,90,268.0,115,11.9,3,1,no
100,yes,no,0,68.5,110,337.1,115,205.2,99,12.1,9,0,no
112,no,no,0,185.4,114,191.4,119,144.0,78,10.0,11,2,no
102,no,yes,31,125.3,92,141.2,108,168.2,68,6.3,2,3,no
134,no,no,0,244.1,99,246.9,111,200.0,133,7.2,2,0,no
81,yes,no,0,220.4,76,276.4,122,239.5,112,11.4,5,1,yes
161,no,no,0,196.6,73,170.2,79,194.3,79,12.5,3,1,no
48,no,yes,43,172.0,111,200.2,64,233.1,96,8.0,5,1,no
25,no,no,0,195.2,77,193.4,81,231.8,59,12.2,4,2,no
90,no,no,0,179.1,71,190.6,81,127.7,91,10.6,7,3,no
82,no,no,0,143.9,61,194.9,105,109.6,94,11.1,2,1,no
152,no,no,0,284.6,113,141.8,101,127.4,78,12.6,5,0,no
155,no,no,0,214.2,121,199.5,68,216.8,132,11.7,10,3,no
126,yes,yes,34,244.9,118,219.6,105,210.8,136,9.7,6,4,no
147,no,no,0,168.6,92,187.7,107,216.5,95,14.4,8,2,no
13,no,yes,25,176.6,65,172.7,96,104.5,128,11.3,5,2,no
137,no,no,0,141.1,91,147.2,100,254.7,75,8.0,7,2,no
111,yes,no,0,145.8,106,172.5,143,143.9,123,11.9,4,1,no
55,no,yes,28,105.3,82,197.4,109,187.5,91,8.6,6,2,no
58,no,no,0,181.4,106,145.8,77,200.3,85,7.9,3,0,no
98,no,no,0,136.9,120,180.6,84,172.9,94,11.9,4,4,yes
108,no,yes,35,215.9,106,200.6,107,195.4,107,15.5,7,0,no
140,no,no,0,187.1,110,158.0,70,211.4,123,8.5,2,2,no
56,no,no,0,225.9,52,242.0,69,144.5,68,11.7,3,0,no
103,no,no,0,185.8,118,86.8,84,208.4,115,10.7,9,1,no
135,no,no,0,129.4,104,199.0,96,142.4,81,12.3,4,1,no
64,no,yes,27,182.1,91,169.7,98,164.7,86,10.6,5,2,no
150,no,no,0,178.9,101,169.1,110,148.6,100,13.8,3,4,yes
80,no,no,0,135.1,92,185.0,103,147.1,74,14.7,5,3,no
76,no,yes,37,190.8,58,221.9,101,211.2,104,12.3,4,1,no
174,no,no,0,235.5,108,142.3,143,316.7,131,12.5,5,0,no
120,yes,no,0,179.9,72,170.0,98,190.6,89,13.8,2,1,yes
106,no,no,0,159.6,94,276.8,118,223.5,65,8.8,3,0,no
73,no,no,0,254.8,85,143.4,80,153.9,102,15.0,7,2,no
116,no,no,0,173.5,93,194.1,76,208.0,112,16.2,10,3,no
120,no,no,0,198.0,101,190.2,74,241.2,105,8.3,10,4,no
131,no,yes,25,192.7,85,225.9,105,254.2,59,10.9,6,2,no
106,yes,no,0,133.7,45,187.8,107,181.9,89,10.7,2,1,yes
100,no,yes,21,86.1,95,189.9,126,201.3,113,11.7,4,0,no
161,no,no,0,173.4,100,213.7,74,141.5,69,11.5,4,1,no
140,no,no,0,162.6,98,206.2,109,141.6,66,8.2,2,1,no
113,no,yes,23,149.0,104,235.8,67,201.8,76,9.5,5,4,no
123,no,no,0,206.9,115,224.4,86,197.4,60,8.3,2,3,no
71,no,no,0,103.3,103,138.5,79,164.8,98,9.0,2,2,no
130,no,no,0,203.9,63,191.8,93,132.5,125,12.1,4,3,no
79,no,no,0,161.1,110,170.6,111,274.4,80,7.6,2,2,no
147,yes,no,0,225.2,111,184.9,98,143.2,146,9.9,1,0,yes
90,no,yes,32,194.0,83,151.7,111,205.8,111,9.3,4,1,no
58,yes,yes,43,142.8,96,272.3,100,193.4,105,8.9,4,1,no
95,no,no,0,183.4,98,281.3,95,105.2,113,8.2,8,1,no
61,no,no,0,234.6,126,200.7,76,171.1,81,8.1,2,0,no
130,no,yes,22,173.9,90,234.8,86,121.8,79,8.4,5,1,no
56,no,yes,24,121.7,87,184.0,76,266.6,98,12.7,3,1,no
82,no,no,0,266.9,83,229.7,74,251.7,99,11.0,6,3,yes
78,no,no,0,87.0,102,193.6,64,205.8,120,11.0,5,0,no
162,no,no,0,221.9,66,112.7,109,176.5,141,10.7,6,1,no
43,no,no,0,203.5,125,116.4,92,184.4,118,13.6,5,1,no
129,no,no,0,130.2,94,195.2,126,195.5,68,7.6,5,2,no
61,no,yes,33,270.7,53,200.7,116,201.7,102,10.9,3,3,no
81,no,no,0,166.2,102,217.6,112,220.2,68,13.2,2,4,no
77,no,yes,32,192.2,101,165.4,84,230.2,129,8.0,6,1,no
50,no,no,0,188.9,94,203.9,104,151.8,124,11.6,8,3,no
90,yes,yes,26,169.0,104,188.8,104,213.3,76,13.3,3,0,yes
101,no,no,0,70.9,123,211.9,73,236.0,73,10.6,3,3,no
70,no,yes,31,125.9,101,196.4,102,252.7,75,10.3,4,1,no
56,no,yes,30,127.1,89,172.1,116,194.6,111,12.1,3,1,no
100,no,yes,32,125.2,123,230.9,101,192.0,106,12.6,9,3,no
78,no,no,0,231.0,115,230.4,140,261.4,120,9.5,3,1,no
141,no,yes,43,157.8,122,132.3,108,137.1,81,5.6,2,2,no
97,no,no,0,245.2,109,165.5,152,159.2,96,9.1,8,1,no
31,no,no,0,177.3,129,152.8,105,162.9,92,5.1,2,0,no
105,no,yes,27,141.2,96,167.7,94,274.4,101,11.4,2,1,no
115,no,no,0,184.1,98,327.0,73,212.5,106,7.5,6,2,no
133,no,no,0,143.8,71,184.0,131,275.5,132,12.9,4,3,no
163,no,yes,23,224.0,126,233.5,89,293.9,104,8.8,4,1,no
97,no,yes,24,176.1,109,159.4,81,269.1,94,12.1,9,0,no
81,no,yes,17,268.1,94,156.1,124,160.4,90,13.6,5,2,no
87,no,yes,18,124.3,104,196.1,80,290.0,110,7.2,3,1,no
166,no,no,0,197.9,89,251.0,113,138.3,85,11.2,2,2,no
110,no,no,0,74.5,117,200.8,98,192.2,101,9.8,7,3,no
102,no,no,0,156.5,67,204.3,103,141.9,72,9.9,2,2,no
109,no,no,0,222.5,74,169.7,75,264.3,94,9.0,3,2,no
112,no,no,0,170.5,113,193.2,129,188.0,91,11.2,6,0,no
146,yes,no,0,160.1,63,208.4,112,177.6,98,9.2,3,2,no
75,no,no,0,224.7,116,192.0,79,212.2,98,11.3,11,3,no
25,no,no,0,144.1,111,224.8,89,132.9,110,13.6,3,4,yes
28,no,no,0,159.7,79,216.7,131,206.7,116,9.3,3,2,no
109,no,no,0,195.4,104,204.9,91,230.2,95,14.0,4,0,no
72,no,no,0,147.0,79,162.3,103,162.9,80,10.5,4,1,no
62,no,no,0,128.7,111,169.5,104,193.6,97,10.3,5,1,no
79,no,yes,25,219.0,95,241.9,95,203.4,102,5.6,5,4,no
65,yes,no,0,54.8,74,239.8,93,214.4,91,13.4,5,1,yes
132,no,no,0,138.7,101,257.5,85,165.6,92,7.8,1,2,no
148,no,no,0,124.4,83,179.7,81,253.0,99,11.3,6,0,no
189,no,yes,30,155.2,116,195.5,50,170.1,108,15.4,6,1,no
93,no,no,0,239.8,70,251.8,99,168.6,112,10.9,10,1,no
110,no,no,0,149.2,128,112.8,101,156.3,111,12.2,4,1,no
54,no,no,0,199.8,94,308.0,112,162.6,99,10.1,4,0,no
80,no,yes,36,190.3,115,256.6,78,214.9,145,3.8,4,1,no
97,no,no,0,151.6,107,155.4,96,240.0,112,14.7,4,1,no
63,no,no,0,211.2,80,237.7,93,259.2,58,12.3,2,0,no
132,no,no,0,169.9,107,209.4,121,206.1,79,11.5,2,1,no
130,no,no,0,176.9,109,90.7,104,238.0,69,9.5,2,1,no
125,no,no,0,175.9,98,192.8,148,278.2,110,10.6,5,0,no
149,no,no,0,119.2,88,168.3,110,204.7,119,12.2,6,4,yes
115,no,yes,33,145.0,72,194.5,157,242.3,138,14.2,3,2,no
85,yes,no,0,197.2,97,211.7,115,210.1,133,8.3,4,4,no
116,no,no,0,160.7,69,146.8,106,287.8,144,8.2,5,0,no
108,yes,no,0,275.9,84,203.0,91,211.4,108,6.7,4,2,yes
41,no,yes,37,239.8,110,221.9,115,189.1,100,7.3,1,2,no
48,no,yes,36,230.9,92,167.6,121,270.0,87,7.6,4,3,no
136,no,yes,24,174.6,76,176.6,114,214.4,91,8.8,5,2,no
87,no,no,0,110.9,91,158.5,115,207.5,131,6.2,5,1,no
132,no,no,0,214.6,78,251.7,98,240.8,88,13.9,2,0,no
129,no,no,0,334.3,118,192.1,104,191.0,83,10.4,6,0,yes
122,no,no,0,136.7,115,243.1,137,188.9,110,8.6,4,0,no
75,no,no,0,117.3,114,201.1,61,107.9,82,12.2,3,1,no
28,no,no,0,187.8,94,248.6,86,208.8,124,10.6,5,0,no
102,no,no,0,234.8,125,199.2,99,163.2,88,10.0,1,4,no
215,no,no,0,83.6,148,120.9,91,226.6,110,10.7,9,0,no
115,no,no,0,139.3,89,192.3,95,151.0,75,9.3,3,7,yes
104,no,no,0,138.7,100,215.4,58,164.3,98,4.9,4,2,no
44,no,no,0,143.2,77,169.8,114,215.8,77,7.6,4,1,no
133,no,yes,44,174.0,80,209.4,113,224.1,87,14.1,7,2,yes
50,no,yes,22,252.9,112,177.9,99,158.4,146,8.5,4,3,no
65,no,yes,19,259.0,96,332.3,106,130.1,95,7.5,7,1,no
85,yes,no,0,165.4,107,196.0,126,349.2,110,9.6,7,2,no
156,no,no,0,178.8,94,178.4,97,169.2,77,7.5,3,1,no
121,no,no,0,203.9,126,267.3,107,221.9,72,10.5,2,3,no
53,no,no,0,214.3,138,232.2,99,0.0,0,8.3,5,1,no
107,no,yes,27,283.4,104,224.1,152,241.3,63,14.4,7,2,no
150,no,no,0,214.0,117,192.4,89,242.6,99,7.9,4,1,no
132,yes,yes,18,130.7,86,186.1,98,204.8,103,11.9,6,0,no
62,no,no,0,211.3,100,228.4,91,217.1,77,6.3,5,0,no
127,no,no,0,182.3,124,169.9,110,184.0,116,9.3,3,1,no
83,no,no,0,159.3,104,202.3,98,229.0,73,9.5,3,2,no
93,no,no,0,98.4,78,249.6,129,248.2,114,14.2,4,1,no
91,no,no,0,154.4,165,168.3,121,239.9,81,11.7,4,5,yes
56,no,no,0,226.0,112,248.5,118,140.5,142,6.9,11,1,no
119,no,no,0,140.0,135,138.9,103,230.2,121,6.1,6,0,no
177,no,no,0,84.9,77,257.5,109,210.5,66,7.5,5,2,no
152,no,no,0,189.5,108,218.4,69,291.1,81,11.0,2,3,no
108,no,no,0,197.4,78,124.0,101,204.5,107,7.7,4,2,no
62,no,no,0,166.9,76,223.6,113,188.9,87,14.2,5,1,no
114,no,no,0,189.8,101,147.7,80,172.7,121,10.6,5,1,no
119,no,no,0,260.1,101,256.5,68,229.1,89,10.0,2,1,yes
127,no,no,0,200.8,104,181.4,73,89.7,49,9.7,5,0,no
158,yes,no,0,200.0,98,205.4,106,323.7,96,8.9,2,0,yes
112,no,no,0,172.1,73,228.0,136,269.4,96,14.1,3,2,no
89,no,no,0,141.1,92,249.1,126,136.0,73,10.8,2,2,no
110,no,no,0,55.3,102,164.7,124,200.7,108,10.2,5,1,no
52,no,yes,24,229.1,86,168.7,124,245.4,75,14.6,2,1,no
57,no,no,0,221.1,101,236.7,65,252.3,137,9.5,1,0,no
95,no,yes,27,190.8,76,177.5,104,227.3,95,5.9,1,2,no
160,no,yes,29,164.6,121,262.8,108,123.8,131,15.2,4,1,no
64,no,yes,31,228.6,88,248.5,109,167.1,124,9.0,1,3,no
105,no,yes,29,179.4,113,275.4,100,246.1,105,10.0,5,0,no
32,no,no,0,171.2,82,185.6,102,203.3,64,10.2,7,1,no
121,no,yes,30,198.4,129,75.3,77,181.2,77,5.8,3,3,yes
107,no,no,0,230.4,65,257.4,80,107.3,88,8.5,3,1,no
103,no,no,0,107.9,111,166.9,129,208.5,78,9.7,3,1,no
102,no,no,0,102.6,89,246.0,77,170.5,140,9.1,4,2,no
22,no,no,0,180.0,65,207.0,106,182.8,111,8.3,6,1,no
89,no,no,0,144.2,74,164.7,119,279.2,121,12.1,7,4,yes
153,no,no,0,166.8,127,143.5,121,210.7,130,11.8,4,0,no
124,no,no,0,247.2,84,161.9,130,170.3,73,6.1,6,1,no
108,no,yes,41,171.6,110,136.1,78,183.4,103,10.8,7,0,no
91,no,no,0,189.3,100,239.3,107,89.7,89,9.9,3,3,no
180,no,no,0,224.9,105,250.0,101,216.1,73,6.7,5,3,yes
98,no,no,0,171.9,77,235.3,90,140.3,125,14.6,4,2,no
112,no,yes,23,286.6,79,315.3,102,193.9,101,10.3,6,1,no
87,no,no,0,168.2,92,224.7,100,169.5,99,12.9,3,1,no
59,no,no,0,195.0,58,198.5,88,304.3,110,14.8,9,0,no
99,no,no,0,198.2,87,207.3,76,190.9,113,8.7,3,4,no
59,no,yes,27,127.4,110,103.3,99,164.2,73,9.1,3,0,no
191,no,no,0,162.0,104,241.2,120,210.4,83,10.9,7,1,no
106,yes,no,0,196.7,100,210.2,109,173.8,83,7.8,1,4,yes
128,no,no,0,158.8,75,264.8,91,270.0,77,7.6,7,1,no
111,no,no,0,165.5,72,228.9,73,169.7,103,9.7,6,2,no
105,no,no,0,156.5,102,140.2,134,227.4,111,12.2,2,2,no
178,no,yes,35,175.4,88,190.0,65,138.7,94,10.5,3,2,no
73,no,no,0,194.8,112,167.2,85,100.3,61,10.8,6,1,no
101,no,yes,24,114.1,95,161.5,86,176.3,90,13.0,9,2,no
